name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Gray Fox Cabernet Sauvignon 750 mL,Gray Fox Cabernet Sauvignon 750 mL,62315,https://www.everythingwine.ca/gray-fox-cabernet-sauvignon,USA,California,Red,Cabernet Sauvignon,100%,,,$8.98 
Gray Fox Merlot 750 mL,Gray Fox Merlot 750 mL,43901,https://www.everythingwine.ca/gray-fox-merlot,USA,California,Red,Merlot,100%,,,$8.98 
Greywacke Vineyards Marlborough Pinot Noir 750 mL,Greywacke Vineyards Pinot Noir 750ml,198903,https://www.everythingwine.ca/greywacke-pinot-noir,New Zealand,Marlborough,Red,Pinot Noir,,"Deeply coloured and oozing rich dark fruit – a virtual bowl of ripe black cherries, blackberries topped with a dollop of grandma’s homemade plum jam. An ,opulent  interpretation of Marlborough pinot layered with evocative fragrances of cloves, star anise, tea smoke and a hint of gaminess. The palate is generous with ripe fruit, fine tannins and a delicious spicy finish.",,$48.98 
Griffons de Pichon Baron Pauillac 2012 Red Blend 750 mL,Griffons de Pichon Baron Pauillac 2012 Red Blend 750 mL,884759,https://www.everythingwine.ca/griffons-de-pichon-baron-pauillac-2012-red-blend-750-ml,France,Bordeaux,Red,Red Blend,,,,$94.98 
Grupo Pesquera Alejandro Fernandez Dehesa La Granja 750 mL,Grupo Pesquera Alejandro Fernandez Dehesa La Granja 750 mL,17368,https://www.everythingwine.ca/grupo-pesquera-alejandro-fernandez-dehesa-la-granja-750-ml,Spain,Castilla Y Leon,Red,Tempranillo,,,,$31.98 
Guerrieri Rizzardi Pojega Valpolicella Pojega 750 ml,Guerrieri Rizzardi Pojega Valpolicella Pojega 750 ml,63214,https://www.everythingwine.ca/rizzardi-pojega-ripasso,Italy,Veneto - Valpolicella,Red,Red Blend,,,,$27.98 
Guigal Cotes du Rhone Red Blend 750 mL,Guigal Cotes du Rhone Red Blend 750 mL,259721,https://www.everythingwine.ca/guigal-cotes-du-rhone-red,France,Rhone,Red,Red Blend,,,,$24.99 
Guigal La Mouline Red Blend 750 mL,Guigal La Mouline Red Blend 750 mL,309484,https://www.everythingwine.ca/guigal-la-mouline,France,Rhone - Cote Rotie,Red,Red Blend,,,,$311.99 
Hacienda Lopez de Haro Crianza Rioja Tempranillo 750 mL,"Tart red berried fruit, laced with tobacco and dried herbs on the dry, crisp finish.",67793,https://www.everythingwine.ca/hacienda-lopez-de-haro-crianza,Spain,Rioja,Red,Tempranillo,100%,"The palate is medium-bodied with fine tannin: tart red berried fruit, laced with tobacco and dried herbs on the dry, crisp finish. This is a superb classical Rioja Crianza.",,$21.98 
Hacienda Lopez de Haro Reserva Rioja Tempranillo 750 mL,Hacienda Lopez de Haro Reserva Rioja Tempranillo 750ml,591404,https://www.everythingwine.ca/hacienda-lopez-de-haro-reserva,Spain,Rioja,Red,Tempranillo,,"The 2005 Hacienda Lopez de Haro Reserva is a blend of 90% Tempranillo, 5% Graciano and 5% Garnacha aged for 20 months in French and American oak. It has a beautiful, rounded, sensual bouquet with hints of over-ripe Satsuma and gravel. The palate is medium",,$25.98 
Hacienda Lopez de Haro Rioja Tempranillo 750ml,Hacienda Lopez de Haro Rioja Tempranillo 750ml,627406,https://www.everythingwine.ca/hacienda-lopez-de-haro-rioja,Spain,Rioja,Red,Tempranillo,,,,$19.98 
Hahn Family Wines Monteret County Pinot Noir 750 mL,Hahn Winery Pinot Noir 750 mL,831099,https://www.everythingwine.ca/hahn-winery-pinot-noir-750-ml,USA,California - Monterey,Red,Pinot Noir,,,,$24.99 
Hall Winery Napa Valley Cabernet Sauvignon 750 mL,Hall Winery Napa Valley Cabernet Sauvignon 750ml,125872,https://www.everythingwine.ca/hall-winery-napa-valley-cabernet-sauvignon-750ml,USA,California - Napa Valley,Red,Cabernet Sauvignon,,,,$96.98 
Hamilton Russell Vineyards Pinot Noir 750ml,Hamilton Russell Vineyards Pinot Noir 750ml,757708,https://www.everythingwine.ca/hamilton-russell-pinot-noir,South Africa,Other,Red,Pinot Noir,,,,$75.98 
Hammeken Tosalet Priorat  Red Blend 750 mL,Hammeken Tosalet Priorat  Red Blend 750 mL,5791,https://www.everythingwine.ca/hammeken-tosalet-priorat-red-blend-750-ml,Spain,Priorat,Red,Red Blend,,,,$29.98 
Hardford Family Winery Hartford Court Russian River Valley Pinot Noir 750 mL,Hartford  Russian River Valley Pinot Noir 750ml,337493,https://www.everythingwine.ca/hartford-court-rr-pinot-noir,USA,California - Russian River,Red,Pinot Noir,,"Aromas of blackberries, blueberry, and nutmeg are followed by flavors of Bing cherries, wild raspberries, dark plum and allspice. The dense entry is followed by a sweet and juicy mouth feel, supported by acidity, silky tannins and a subtle earthy finish.",,$61.98 
Hardy's  Cabernet Sauvignon  750 mL,Hardy's  Cabernet Sauvignon  750 mL,45302,https://www.everythingwine.ca/hardy-s-cabernet-sauvignon,Australia,South Australia,Red,Cabernet Sauvignon,90%,,,$10.98 
Hardy's  Shiraz 750 mL,Hardy's  Shiraz 750 mL,53769,https://www.everythingwine.ca/hardy-s-shiraz,Australia,South Australia,Red,Shiraz,100%,,,$9.29 
Hardy's Stamp Cabernet Sauvignon / Merlot 750 mL,Hardy's Stamp Cabernet Sauvignon / Merlot 750 mL,582395,https://www.everythingwine.ca/hardy-s-stamp-cab-merlot,Australia,South Australia,Red,Red Blend,100%,,,$12.98 
Hardy's The Riddle Shiraz Cabernet Sauvignon 750 mL,"This blend uses fruit sourced mainly from Riverland and Murray-Darling. Fermented in stainless steel, the palate is a delicious coming together of the pepper, spice and raspberry flavours of the Shiraz with the blackcurrant and firm rich tannins of the Cabernet, finished off with a light touch of toasty-vanilla oak. Try it with BBQ’d pork loin!",896936,https://www.everythingwine.ca/hardy-s-the-riddle-shiraz-cabernet-sauvignon-750-ml,Australia,South Australia,Red,Red Blend,,"Deep crimson in colour with purple hues. This intense bouquet displays characters of blackberry and mulberry fruit over coffee and tobacco oak aromas with hints of aniseed, clove and cinnamon. Full bodied with intense plum and blackberry fruit accompanied by cloves, black pepper and aniseed spice. This wine has good fruit weight supported by a fine tannin structure. A wine displaying rich fruit characters with savoury tannins and a lingering blackberry finish.",A delicious wine to accompany a rack of Lamb or glazed Pork ribs. Equally at home with tomato based pasta dishes or a vegetarian chili.,$13.99 
Hawk Crest Cabernet Sauvignon 750 mL,Hawk Crest Cabernet Sauvignon 750 mL,30403,https://www.everythingwine.ca/hawk-crest-cabernet-sauvignon,USA,California,Red,Cabernet Sauvignon,100%,,,$21.98 
Hayes Ranch Red Blend 750 mL,Hayes Ranch Red Blend 750 mL,17135,https://www.everythingwine.ca/hayes-ranch-red-blend-750-ml,USA,California,Red,Red Blend,,,,$19.98 
Haywire - Okanagan Crush Pad Silver Label Canyonview Vineyard Pinot Noir 750 mL,Haywire Winery CanyonView Vineyard Pinot Noir 750 mL,845339,https://www.everythingwine.ca/haywire-winery-canyonview-vineyard-pinot-noir-750-ml,Canada,BC - Okanagan Valley,Red,Pinot Noir,,"Classic aromas of wild berries, barnyard, and herbs dominate this savoury yet fresh Pinot Noir. Concrete aging has added a lush texture of sweet red fruits balanced beautifully with juicy mouth-watering acidity. Pure Okanagan.",,$39.98 
Haywire - Okanagan Crush Pad Winery White Label Pinot Noir 750 mL,Haywire Winery Pinot Noir 750 mL,449132,https://www.everythingwine.ca/haywire-pinot-noir-2012,Canada,BC - Okanagan Valley,Red,Pinot Noir,,"An entrancing burgundy colour and intense cherry aromas lead to a palate loaded with lively ripe red-berry fruits, exotic spice blends, and earthy characters.",,$24.99 
Heartland Spice Trader Shiraz Cabernet Sauvignon 750 mL,Heartland Spice Trader Shiraz Cabernet Sauvignon 750 mL,685735,https://www.everythingwine.ca/heartland-spice-trader,Australia,Limestone Coast,Red,Red Blend,,,,$21.98 
Hedges Family Estate CMS Red Blend 750 mL,Hedges Family Estate CMS Cabernet/Merlot/Syrah 750 mL,429316,https://www.everythingwine.ca/hedges-cms-red-blend,USA,Washington - Columbia Valley,Red,Red Blend,,,,$29.98 
Heist Shiraz 750 mL,The Heist Shiraz is rich and spicy with aromas of dark berries and flavours licorice and vanilla on the palate. A great example of the Australian Shiraz style this is a wine which pairs well with food including meat dishes and burgers.,138798,https://www.everythingwine.ca/heist-shiraz-750-ml,Australia,South Eastern Australia,Red,Shiraz,,"Aromas of dark ripe berries with flavours of blackberry, licorice and vanilla on the palate. The finish has notes of black pepper and toasted oak.","Pair this rich and spicy Shiraz with an Aussie meat pie, gourmet burgers, sausage rolls or eggplant parmesan",$13.99 
Heitz Cellars  Napa Valley Cabernet Sauvignon  750 mL,Heitz Cellars  Napa Valley Cabernet Sauvignon 2009 750 mL,112144,https://www.everythingwine.ca/heitz-cellars-napa-cabernet,USA,California - Napa Valley,Red,Cabernet Sauvignon,,,,$106.98 
Helderberg Cabernet Sauvignon 750ml,Helderberg Cabernet Sauvignon 750ml,8342,https://www.everythingwine.ca/helderberg-cabernet-sauvignon-750ml,South Africa,Stellenbosch,Red,Cabernet Sauvignon,80%,,,$22.98 
Herdade Sao Miguel Sao Miguel Do Sul Alentejano 750 mL,Herdade Sao Miguel Sao Miguel Do Sul Alentejano 750 mL,52478,https://www.everythingwine.ca/herdade-sao-miguel-sao-miguel-do-sul-alentejano-750-ml,Portugal,Alentejano,Red,Red Blend,,,,$18.98 
Heritage Road Bloodstone Shiraz 750 mL,Heritage Road Bloodstone Shiraz 750 mL,547083,https://www.everythingwine.ca/heritage-road-shiraz,Australia,South Australia,Red,Shiraz,,"Aromas of black pepper, blueberry and plum fill the glass.  Flavours of ripe fruit, mulberry and blackberry finished with spicy pepper and creamy vanilla oak characters.  This balanced shiraz shows rich fruit characters, a medium body and good persistence",,$12.98 
Herman Story  Casual Encounters 2010 Red Blend 750 mL,Herman Story  Casual Encounters 2010 750 mL,352252,https://www.everythingwine.ca/herman-story-casual-encounters-2010-750-ml,USA,California - Santa Maria,Red,Red Blend,,,,$70.49 
Hesketh Art Series Shiraz 750 mL,Benefiting from South Australia's incredible diversity in climate and geography Hesketh Art Series Shiraz showcases brilliant aromatic fruit notes balanced perfectly alongside soft vanilla hues. Fantastic with roast Lamb.,127732,https://www.everythingwine.ca/hesketh-art-series-shiraz-750-ml,Australia,Barossa,Red,Shiraz,,"Deep rich dark purple with bright red hues. On the nose dark fruits, spice, floral, sage, honey and shortbread. Strawberries, violets with some brooding, savoury, spice adding complexity. On the palate enjoy bright red fruits of strawberry and raspberry. Creamy, smooth mouthfeel. Fine acid gives finesse to the palate with some hints of tobacco and spice adding savoury flavours,",Delicious with roast lamb and other red meats.,$23.99 
Hesketh Porcupotamus Pinot Noir/Shiraz 750 mL,"The Porcupotamus was an awe-inspiring creature that was highly intelligent, aggressively territorial and a strict vegetarian. Blending makes more interesting creatures and it makes better wine!",234685,https://www.everythingwine.ca/hesketh-porcupotamus-pinot-noir-shiraz-750-ml,Australia,Barossa,Red,Red Blend,,"Dark red core with maroon hues and silver rims. The nose comprises spice, rhubarb, tobacco, red berry fruits and thyme. the palate is light and bouncy with fresh, soft red fruit flavours. A Pinot like mouthfeel with cherry and raspberry, nice acid lines and fine tannins on the finish.","Enjoy this quirky Australian wine with pan fried tofu, roasted root vegetables, braised red meats or game.",$34.99 
Hesketh Vulturedog Shiraz/Tempranillo 750 mL,"The rare and mystical Vulturedog shared high intelligence with its distant canine cousins, but proved a little harder to domesticate due to its ability to fly. Blending not only makes more interesting creatures, it also makes better wine.",234688,https://www.everythingwine.ca/hesketh-vulturedog-shiraz-tempranillo-750-ml,Australia,Barossa,Red,Red Blend,,"Deep purple, vibrant with red hues and a purple rim. Aromas are off plush fruits, cream, strawberries, raspberries, with some hints of spice and star anise. The oak is integrated nicely. The palate offers pepper, spice, fresh juicy red and purple fruits, tight structure and good length. Good weight on the mid palate.","The firm tannins make this a great wine to enjoy with Tapas, Paella, vegetable lasagna or tacos.",$34.99 
Hess Collection Allomi Cabernet Sauvignon 750 mL,Hess Collection Allomi Vineyard Cabernet Sauvignon 750 mL,824326,https://www.everythingwine.ca/hess-collection-alllomi-cab,USA,California - Napa Valley,Red,Cabernet Sauvignon,100%,"Allomi Cabernet Sauvignon offers distinct notes of vanilla and oak spice with classic red fruit flavors set off by currant and blackberry along with moderate, well-integrated tannins showing a round, plush mouthfeel.","Earthy flavors enhance the fruit flavors in this wine, especially with foods such as herb roasted chicken, grilled pork, caramelized onions, eggplant, sautéed greens, roasted potatoes or vegetables and aged Jack and Gouda cheese.",$43.98 
Hess Collection Cabernet Sauvignon 750 mL,Hess Collection  Cabernet Sauvignon  750 mL,766352,https://www.everythingwine.ca/hess-collection-mt-veeder-cab,USA,California - Mount Veeder,Red,Cabernet Sauvignon,,,,$74.98 
Hess Collection North Coast Cabernet Sauvignon 750 mL,Hess Collection Cabernet Sauvignon 750 mL,335794,https://www.everythingwine.ca/hess-collection-cab-sauv,USA,California - North Coast,Red,Cabernet Sauvignon,,,,$22.99 
Hester Creek  Cabernet Merlot 3.0 L,Hester Creek  Cabernet Merlot 3.0L,243337,https://www.everythingwine.ca/hester-creek-cab-merlot-3-0l,Canada,BC - Okanagan Valley,Red,Red Blend,80%,,,$48.98 
Hester Creek  Character Golden Mile Bench Red Blend 750 mL ,Hester Creek  Character Estate Red Blend 750 mL,158311,https://www.everythingwine.ca/hester-creek-character-red,Canada,BC - Okanagan Valley,Red,Red Blend,,,,$19.99 
Hester Creek Cabernet Merlot 750 mL ,Hester Creek Cabernet Merlot 750 mL,524678,https://www.everythingwine.ca/hester-creek-cabernet-merlot,Canada,BC - Okanagan Valley,Red,Red Blend,,,,$18.98 
Hester Creek The Judge Golden Mile Bench Red Blend 750 mL ,Hester Creek The Judge Red Blend 750 mL,133124,https://www.everythingwine.ca/hester-creek-the-judge,Canada,BC - Okanagan Valley,Red,Red Blend,,"Heady aromas of leather, cassis, blackberry, vanilla and hints of tarragon lead to a palate filled with vibrant cherry, allspice, caramel and cigar box combining to create a soft round mid-palate. The wine finishes with long supple tannins making it approachable in its youth and at the same time showcasing its ability to age for 5-8 years.","This wine is easy to enjoy on its own and will pair well with a nice marbled ribeye, lamb chops or medium to strong cheeses. Try melting Stilton cheese and roasted garlic butter over your ribeye.",$49.99 
Hidden Bench  Felseck Vineyard Pinot Noir 750 mL,"""The Pinot Noir from Beamsville’s Felseck vineyard is as close as Canada will come to Red Sancerre, the screaming minerality from the site (Felseck means “corner of the cliff”) props up the red cherry and raspberry under a veil of flowers and cast iron. Less bright than B.C. Pinot but runs several layers deeper"" As reviewed by Everything Wine's Vintage Room consultant Jordan Carrier.",27400,https://www.everythingwine.ca/hidden-bench-felseck-vineyard-pinot-noir-750-ml,Canada,Ontario,Red,Pinot Noir,,"This elegant vintage of Felseck Vineyard Pinot Noir shows floral aromas of violets and red fruit accompanied by earthy notes on the nose. The generous and youthful palate shows notes of cherries and raspberries along with typical Felseck ferrous minerality and pronounced, structured tannins gives the wine excellent ageing potential.",,$48.98 
Hillside Winery Merlot 750 mL ,Hillside Estate Merlot 750 mL,536839,https://www.everythingwine.ca/hillside-estate-merlot,Canada,BC - Okanagan Valley,Red,Merlot,,,,$20.98 
Hillside Winery Merlot/Cabernet Franc Red Blend 750 mL ,Hillside Cabernet Merlot Cabernet Merlot 750 mL,564195,https://www.everythingwine.ca/hillside-cabernet-merlot-cabernet-merlot-750-ml,Canada,BC - Okanagan Valley,Red,Red Blend,,"A twist on the classic pairing, the bright cranberry aromas of Cabernet Franc highlight the deep plum and blackberry scents of merlot.  Its charming bouquet carries over, and flavours of red and black cherries linger on the palate.  This beautifully balanced wine has a lush tannin structure, and a seamless finish.",,$21.98 
Honey Badger Sweet Red 750 mL,Honey Badger Sweet Red 750 mL,297143,https://www.everythingwine.ca/honey-badger-sweet-red,South Africa,Western Cape,Red,Red Blend,,,,$13.98 
Honig Cabernet Sauvignon 750 mL,Honig Cabernet Sauvignon 750 mL,475228,https://www.everythingwine.ca/honig-cab-sauv,USA,California - Napa Valley,Red,Cabernet Sauvignon,,"Bright blackberry, red plum, and raspberry fruit with notes of cranberry, black tea, spice and coriander seed. Luscious and balanced, with toasty oak and a long finish.",,$76.98 
Honoro Vera Garnacha 750 mL,Honoro Vera Garnacha 750 mL,768724,https://www.everythingwine.ca/honoro-vera-garnacha-750-ml,Spain,Calatayud,Red,Garnacha,,,,$23.99 
House of Mandela Shiraz 750ml,House of Mandela Shiraz 750ml,51607,https://www.everythingwine.ca/house-of-mandela-shiraz,South Africa,Western Cape,Red,Shiraz,,,,$9.98 
Hugging Tree Winery Moonchild Merlot 750 mL ,Hugging Tree Moonchild Merlot 750 mL,767558,https://www.everythingwine.ca/hugging-tree-moonchild-merlot-750-ml,Canada,BC - Similkameen Valley,Red,Merlot,,"Lot’s of dark stone fruits on the palate of this Merlot. With minimal oak, the brightness of the fruit shines through. This is the ultimate curl-up-with-a-blanket-and-a-good-book glass of wine. With a bit of breathing time this wine sings!",,$24.98 
If You See Kay Paso Robles Red Blend 750 mL,If you see kay Lazio Red Blend 750 mL,34140,https://www.everythingwine.ca/if-you-see-kay,USA,California - Paso Robles,Red,Red Blend,,"The wine is dark purple to the rim, has massive ripe black fruit and rich spice aromas that hit you right away. Dense blackberry and mocha flavors dominate the palate, the mouth-filling texture is powerful, yet elegant and creamy all the way through. The finish goes on forever, with hints of smoke and grilled meat lingering at the end.","Kay is versatile with all kinds of foods, but pairs best with big, bold flavors.",$40.98 
Il Bastardo Red 750ml,La Bastarda  750ml,75408,https://www.everythingwine.ca/la-bastarda-750ml,Italy,Tuscany,Red,Red Blend,,,,$16.98 
Il Padrino Rosso 750 mL,"This wine is lovely, plush and full of gorgeously ripe,dark-berried fruit flavours almost like a soft, medium bodied Shiraz with an Italian accent! A fantastic entertaining wine!",470401,https://www.everythingwine.ca/il-padrino-rosso-750ml,Italy,Sicily,Red,Red Blend,60%,This medium bodied and fruity Sicilian red wine is the quintessential house wine and perfect for social gatherings. The flavour is of red fruits with a touch of spices and notes of pepper. the wine is well-balanced and with soft tannin,A great wine to pair with grilled meat dishes and cheeses.,$12.99 
Il Pino di Biserno Red Blend 750 mL,Il Pino di Biserno Red Blend 750 mL,29215,https://www.everythingwine.ca/il-pino-di-biserno-red-blend-750-ml,Italy,Tuscany,Red,Red Blend,,,,$84.98 
Ilaria Vineyards Napa Valley Cabernet Sauvignon  750 mL,Ilaria Vineyards Napa Valley Cabernet Sauvignon  750 mL,29541,https://www.everythingwine.ca/ilaria-vineyards-napa-valley-cabernet-sauvignon-750-ml,USA,California - Napa Valley,Red,Cabernet Sauvignon,,,,$115.98 
Inception Red Blend 750ml,Inception Red Blend 750ml,548354,https://www.everythingwine.ca/inception-red-blend,South Africa,Western Cape,Red,Red Blend,,,,$13.99 
Inglenook  Rubicon Red Blend 750 mL,Inglenook Rubicon Ruth Napa Valley Red 750ml,119313,https://www.everythingwine.ca/inglenook-rubicon-ruth-napa-valley-red-750ml,USA,California - Napa Valley,Red,Red Blend,,,,$346.98 
Inniskillin Okanagan Cabernet Sauvignon 750 mL,Inniskillin Okanagan Cabernet Sauvignon 750 mL,597070,https://www.everythingwine.ca/inniskillin-reserve-cabernet-sauvignon-750-ml,Canada,BC - Okanagan Valley,Red,Cabernet Sauvignon,,"Deep ruby red in colour with complex aromas of black currant and cherry on the nose. With flavours on the palate mirroring the nose, the Cabernet Sauvignon is a well balanced wine layered with toasty oak and soft tannins.","This wine would be wonderfully paired with a variety of meat dishes; due to softer tannins, try this with a grilled veal medallion, roast beef or pork tenderloin.",$14.99 
Inniskillin Okanagan Merlot 750 mL,Inniskillin Ok Res Merlot 750M,76877,https://www.everythingwine.ca/inniskillin-ok-res-merlot-750m,Canada,BC - Okanagan Valley,Red,Merlot,,,,$14.99 
Inniskillin Okanagan Shiraz Cabernet Sauvignon 750 mL,Inniskillin  Shiraz Cabernet Sauvignon 750 mL,604264,https://www.everythingwine.ca/inniskillin-shiraz-cabernet-sauvignon-750-ml,Canada,BC - Okanagan Valley,Red,Red Blend,,Lots of berry fruit and flavor to enjoy. Smooth tannins add up to a crowd pleaser kind of wine.,,$15.99 
Intersection Estate Winery Milepost Red Merlot 750 mL,Intersection Winery Milepost Red Merlot 750 mL,810606,https://www.everythingwine.ca/intersection-milepost-red,Canada,BC - Okanagan Valley,Red,Merlot,,,,$19.79 
Ironstone Vineyards Old Vine Zinfandel 750 mL,Ironstone Vineyards Zinfandel 750ml,553917,https://www.everythingwine.ca/ironstone-zinfandel,USA,California - Lodi,Red,Zinfandel,100%,,,$24.98 
Ironstone Vineyards Pinot Noir 750 mL,Ironstone Vineyards Pinot Noir 750ml,415646,https://www.everythingwine.ca/ironstone-vineyards-pinot-noir-750ml,USA,California - Lodi,Red,Pinot Noir,,,,$25.98 
Irony  Cabernet Sauvignon 750 mL,Irony Cabernet Sauvignon 750ml,276840,https://www.everythingwine.ca/irony-cabernet-sauvignon,USA,California - Napa Valley,Red,Cabernet Sauvignon,,"Irony North Coast Cabernet Sauvignon opens with enticing aromas of boysenberry, black cherry and cassis, with a hint of cedar notes. This medium-bodied wine delivers dark berry flavors, mixed with layers of chocolate covered black cherries and baking spice.","Lush fruit, a balanced profile and bold, dusty tannins make this wine a perfect match for roast beef tenderloin, penne pasta with Italian sausage or even chocolate cake.",$24.99 
Island Nation Marlborough Pinot Noir 750 mL,Island Nation Pinot Noir Marlborough 750 ml,48553,https://www.everythingwine.ca/island-nation-pinot-noir-marlborough-750-ml,New Zealand,Marlborough,Red,Pinot Noir,,"Complex, concentrated and intriguing, with fleshy blackberry and plum flavors at the core, showing highlights of black walnut, sandalwood, dried pine needle, black pepper and musky Darjeeling tea. The tannins are refined and plush, and the finish is epic.","ham                                                Charcuterie, ham and other cold meats. Patés and terrines. classic French dishes with light creamy sauces such as rabbit or kidneys with a mustard sauce. Goat cheese. Grilled asparagus. Spring vegetables such as peas",$21.99 
Ivory & Burt Lodi Zinfandel 750 mL,Concentrated aromas and flavours of rich cherry and lush blackberry!,73056,https://www.everythingwine.ca/ivory-burt-zinfandel-750ml,USA,California - Lodi,Red,Zinfandel,,"The Lodi Appellation had a near perfect growing season in 2012 with warm afternoons and cool evenings, leading to Zinfandel winegrapes with terrific quality - exactly what Lodi is known for. Concentrated aromas and flavours of rich cherry and lush blackberry are dominant throughout and come together with oak spice from new American oak aging. These prominent juicy fruit notes with the presence of oak make an enticing wine that is hard to set down.",,$24.99 
J Bouchon  Reserva Carmenere Syrah 750 mL,J Bouchon Reserve Carmenere Syrah 750 mL,311977,https://www.everythingwine.ca/j-bouchon-carmenere-syrah,Chile,Maule Valley,Red,Red Blend,,,,$14.98 
J Drouhin Gamay 750 mL,J Drouhin Gamay 750 mL,199216,https://www.everythingwine.ca/j-drouhin-beaujolais-villages,France,Beaujolais,Red,Gamay,,"A truly convivial wine. Owing to the careful blending of various terroirs, the result is a wine of great charm. It has a lovely raspberry colour and a brilliant hue.  The nose is both refined and intense, with notes of violet, peony and red fruit syrup. As you drink it, it feels fresh and silky. Both freshness and fruit remain for quite a long time on the palate.",,$22.98 
J Lohr  Cypress Vineyards Cabernet Sauvignon 750 mL,J Lohr  Cypress Vineyards Cabernet Sauvignon 750 mL,334466,https://www.everythingwine.ca/j-lohr-cypress-cab-sauvignon,USA,California - Central Coast,Red,Cabernet Sauvignon,80%,,,$18.98 
J Lohr  Falcon's Perch  Pinot Noir 750 mL,J Lohr  Falcon's Perch  Pinot Noir 750 mL,823690,https://www.everythingwine.ca/j-lohr-falcon-s-perch-pinot,USA,California - Monterey,Red,Pinot Noir,,,,$26.99 
J Lohr  Hilltop Cabernet Sauvignon 750 mL,J Lohr  Hilltop Cabernet Sauvignon 750 mL,555862,https://www.everythingwine.ca/j-lohr-hilltop-cab-sauv,USA,California - Paso Robles,Red,Cabernet Sauvignon,,,,$44.99 
J Lohr  Los Osos  Merlot 750 mL,J Lohr  Los Osos Merlot 750ml,566901,https://www.everythingwine.ca/j-lohr-los-osos-merlot-750ml,USA,California - Paso Robles,Red,Merlot,,,,$22.99 
J Lohr  Seven Oaks Cabernet Sauvignon 1.5 L,J Lohr  Seven Oaks Cabernet Sauvignon 1.5L,387621,https://www.everythingwine.ca/j-lohr-seven-oaks-cab-1-5l,USA,California - Paso Robles,Red,Cabernet Sauvignon,,,,$48.99 
J Lohr  Seven Oaks Cabernet Sauvignon 750 mL,"Classic barrel-aged Cabernet with high-toned fruit and a lovely bouquet of hazelnut and toasted pastry and one of our customer favourites. Boasting layered fruit aromas of cherry and plum which are further accented by an authentic barrel bouquet of hazelnut, dark chocolate and toasted pastry. A great Cabernet Sauvignon to enjoy with friends or with bruchetta and barbequed meats.
",313825,https://www.everythingwine.ca/j-lohr-seven-oaks-cab-sauv,USA,California - Paso Robles,Red,Cabernet Sauvignon,90%,"J. Lohr Seven Oaks Cabernet Sauvignon is red-purple in color with a bright hue at release. Fruit aromas are black cherry, plum and blueberry accented with a barrel bouquet of toasted pastry, dark caramel and vanilla. Sturdy tannins strike the palate and finish with a high-toned fruit signature.","Pair with braised shortribs, a rich beef tenderloin with gorgonzola butter or spicy fajitas.",$23.99 
J Lohr  South Ridge  Syrah 750 mL,J Lohr  South Ridge Syrah 750ml,425272,https://www.everythingwine.ca/j-lohr-south-ridge-syrah,USA,California - Paso Robles,Red,Syrah,,Varietal aromas of black tea and blueberry are lifted by barrel aging on the lees in a blend of American and French oak barrels. Smoky notes and vanilla are evident in this lean structured and spicy vintage of Syrah.  Black tea and blueberry aromas with a,"A simple roasted duck with potatoes or rare sesame-crusted Ahi tuna. For casual fair, try a classic BLT.",$23.99 
J. Alberto Patagonia Malbec 750 mL,J. Alberto Patagonia Malbec Malbec 750 mL,805705,https://www.everythingwine.ca/j-alberto-patagonia-malbec,Argentina,Patagonia,Red,Malbec,,,,$72.98 
J.G. Carrion  Antano Rioja 750 mL,J.G. Carrion  Antano Rioja 750 mL,72223,https://www.everythingwine.ca/antano-rioja,Spain,Rioja,Red,Tempranillo,90%,,,$12.99 
J.P. Chenet  Cabernet - Syrah 750 mL,J.P. Chenet  Cabernet - Syrah 750 mL,451203,https://www.everythingwine.ca/j-p-chenet-cabernet-syrah,France,Other,Red,Red Blend,,,,$15.98 
Jack's House  Cabernet Sauvignon 750 mL,Jack's House  Cabernet Sauvignon 750ml,64956,https://www.everythingwine.ca/jack-s-house-cabernet-sauvignon-750ml,USA,California,Red,Cabernet Sauvignon,,,,$19.98 
Jackson-Triggs  Proprietors' Selection Cabernet Sauvignon 750 mL,"Deep ruby; aromas of raspberry, cherry, blackberry, cassis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.",328534,https://www.everythingwine.ca/jt-proprietors-cabernet,Canada,Canada,Red,Cabernet Sauvignon,60%,,,$9.99 
Jackson-Triggs  Proprietors' Selection Merlot 4.0 L,Jackson-Triggs  Proprietors' Selection Merlot 4L,201343,https://www.everythingwine.ca/jt-proprietors-merlot-4l,Canada,Canada,Red,Merlot,,"Deep ruby; aromas of raspberry, cherry, blackberry, cassis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.",,$36.49 
Jackson-Triggs Proprietors' Selection Cabernet Sauvignon 4.0 L,Jackson-Triggs Proprietors' Selection Cabernet Sauvignon 4L,201434,https://www.everythingwine.ca/jt-proprietors-cab-sauv-4l,Canada,Canada,Red,Cabernet Sauvignon,,"This Cabernet Sauvignon is full-bodied with subtle blackcurrant fruit on the nose. It is a dry, well-balanced wine with velvety tannins and notes of oak on the palate.",,$36.49 
Jackson-Triggs Proprietors' Selection Merlot 750 mL,Jackson-Triggs Proprietors' Selection Merlot 750ml,383711,https://www.everythingwine.ca/jt-proprietors-merlot,Canada,Canada,Red,Merlot,,,,$9.99 
